...1,date,campaign,audience,creative_family,creative_version,platform,ad_format,goal,completions,campaign_traffic,days_away,latest_report
6451,2022-06-26,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,127,0
6452,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6453,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,126,0
6454,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,126,0
6455,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,9,General traffic,139,0
6456,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,138,0
6457,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,18,General traffic,138,0
6458,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,7,General traffic,137,0
6459,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,4,General traffic,136,0
6460,2022-06-20,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,133,0
6461,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,15,General traffic,132,0
6462,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,131,0
6463,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,11,General traffic,130,0
6464,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6465,2022-06-24,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,129,0
6466,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,4,General traffic,126,0
6467,2022-06-14,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,139,0
6468,2022-06-15,(not set),NA,NA,NA,NA,NA,Form Submission,2,General traffic,138,0
6469,2022-06-16,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,137,0
6470,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,137,0
6471,2022-06-21,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,132,0
6472,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6473,2022-06-26,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,127,0
6474,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6475,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,139,0
6476,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,5,General traffic,138,0
6477,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6478,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,5,General traffic,137,0
6479,2022-06-20,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,133,0
6480,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,132,0
6481,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,131,0
6482,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,130,0
6483,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6484,2022-06-25,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,128,0
6485,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6486,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6487,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6488,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6489,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,138,0
6490,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6491,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6492,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6493,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6494,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6495,2022-06-19,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,134,0
6496,2022-06-27,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Learn More (Community Mortgage),1,General traffic,126,0
6497,2022-06-27,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Learn More (Community Mortgage),1,General traffic,126,0
6498,2022-06-25,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Start Closing More,1,General traffic,128,0
6499,2022-06-25,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Get Approved,1,General traffic,128,0
6500,2022-06-25,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Learn More (Community Mortgage),1,General traffic,128,0
6501,2022-06-26,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Learn More (Our Story),2,General traffic,127,0
6502,2022-06-27,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Learn More (Our Story),1,General traffic,126,0
6503,2022-06-25,Change_Wholesale_plusup,6,Trade Media Ads,NA,Trade Media,Chrisman,Learn More (Our Story),1,General traffic,128,0
6504,2022-06-15,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,138,0
6505,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,138,0
6506,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6507,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6508,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6509,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,139,0
6510,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,138,0
6511,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6512,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6513,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6514,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6515,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6516,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,139,0
6517,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,138,0
6518,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,137,0
6519,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,136,0
6520,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6521,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,132,0
6522,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,131,0
6523,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6524,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6525,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,126,0
6526,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,138,0
6527,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,137,0
6528,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,136,0
6529,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,132,0
6530,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,131,0
6531,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6532,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,126,0
6533,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6534,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6535,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6536,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6537,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,126,0
6538,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,139,0
6539,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,138,0
6540,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6541,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,132,0
6542,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,131,0
6543,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6544,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,132,0
6545,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,131,0
6546,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,139,0
6547,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,138,0
6548,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,137,0
6549,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,136,0
6550,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,132,0
6551,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,131,0
6552,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6553,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,129,0
6554,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,126,0
6555,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,139,0
6556,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,136,0
6557,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6558,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6559,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6560,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,139,0
6561,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,139,0
6562,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,138,0
6563,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,137,0
6564,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,132,0
6565,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,131,0
6566,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6567,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,126,0
6568,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6569,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6570,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,136,0
6571,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,139,0
6572,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,138,0
6573,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6574,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6575,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6576,2022-06-24,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,129,0
6577,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,126,0
6578,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6579,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6580,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6581,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,132,0
6582,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,131,0
6583,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6584,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,132,0
6585,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,130,0
6586,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6587,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6588,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,139,0
6589,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,139,0
6590,2022-06-15,(not set),NA,NA,NA,NA,NA,Get Approved,2,General traffic,138,0
6591,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,138,0
6592,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),14,General traffic,138,0
6593,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,138,0
6594,2022-06-16,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,137,0
6595,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,137,0
6596,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),15,General traffic,137,0
6597,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,137,0
6598,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,136,0
6599,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,136,0
6600,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,135,0
6601,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,135,0
6602,2022-06-18,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,135,0
6603,2022-06-19,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,134,0
6604,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,134,0
6605,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,133,0
6606,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,133,0
6607,2022-06-20,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,133,0
6608,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),10,General traffic,132,0
6609,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,132,0
6610,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6611,2022-06-22,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,131,0
6612,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,131,0
6613,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,131,0
6614,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6615,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,130,0
6616,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,130,0
6617,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,129,0
6618,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),8,General traffic,129,0
6619,2022-06-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,127,0
6620,2022-06-26,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,127,0
6621,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,126,0
6622,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),3,General traffic,126,0
6623,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,139,0
6624,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6625,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6626,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,139,0
6627,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,138,0
6628,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,137,0
6629,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,136,0
6630,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,135,0
6631,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,133,0
6632,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,132,0
6633,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,131,0
6634,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,130,0
6635,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6636,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,126,0
6637,2022-06-22,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,131,0
6638,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6639,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,131,0
6640,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,130,0
6641,2022-06-24,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,129,0
6642,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,126,0
6643,2022-06-20,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,133,0
6644,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6645,2022-06-24,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,129,0
6646,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6647,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6648,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),13,General traffic,139,0
6649,2022-06-15,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,138,0
6650,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),20,General traffic,138,0
6651,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),11,General traffic,137,0
6652,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),8,General traffic,136,0
6653,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,135,0
6654,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,134,0
6655,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),8,General traffic,133,0
6656,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,132,0
6657,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6658,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),10,General traffic,131,0
6659,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),10,General traffic,130,0
6660,2022-06-24,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,129,0
6661,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,129,0
6662,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,128,0
6663,2022-06-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,127,0
6664,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),12,General traffic,126,0
6665,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6666,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,137,0
6667,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,129,0
