...1,date,campaign,audience,creative_family,creative_version,platform,ad_format,goal,completions,campaign_traffic,days_away,latest_report
6201,2022-05-18,FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,166,0
6202,2022-05-26,FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,158,0
6203,2022-06-10,FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Form Submission,1,Campaign,143,0
6204,2022-06-09,FY23_broker_campaign,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Start Closing More,1,Campaign,144,0
6205,2022-04-29,FY22_broker_campaign_ph2,1,UnfairAdvantage,NoDTI,Facebook,Single image,Learn More (Our Story),1,Campaign,185,0
6206,2022-06-10,FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,143,0
6207,2022-06-07,FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,146,0
6208,2022-04-28,FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,186,0
6209,2022-05-03,FY22_broker_campaign_ph2,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,181,0
6210,2022-06-13,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,140,0
6211,2022-06-03,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,150,0
6212,2022-06-03,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,150,0
6213,2022-05-03,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,181,0
6214,2022-06-10,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,143,0
6215,2022-06-09,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),2,Campaign,144,0
6216,2022-06-10,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,143,0
6217,2022-06-09,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Our Story),1,Campaign,144,0
6218,2022-04-26,FY23_broker_campaign,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Form Submission,1,Campaign,188,0
6219,2022-05-13,FY23_broker_campaign,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Start Closing More,1,Campaign,171,0
6220,2022-04-28,FY23_broker_campaign,4,UnfairAdvantage,one_page,Domain Display,NA,Form Submission,1,Campaign,186,0
6221,2022-05-01,FY23_broker_campaign,5,UnfairAdvantage,one_page,Domain Display,NA,Learn More (Closer Twins Banner),1,Campaign,183,0
6222,2022-05-02,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,182,0
6223,2022-05-04,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,180,0
6224,2022-05-06,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,178,0
6225,2022-05-10,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,174,0
6226,2022-05-10,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,174,0
6227,2022-05-16,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,168,0
6228,2022-05-21,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,163,0
6229,2022-05-21,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,163,0
6230,2022-05-26,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,158,0
6231,2022-05-28,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,156,0
6232,2022-06-01,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,152,0
6233,2022-06-07,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,146,0
6234,2022-06-08,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,145,0
6235,2022-06-09,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,144,0
6236,2022-06-13,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,140,0
6237,2022-05-21,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,163,0
6238,2022-06-13,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,140,0
6239,2022-05-06,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,178,0
6240,2022-05-09,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,175,0
6241,2022-05-26,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,158,0
6242,2022-06-05,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,148,0
6243,2022-06-05,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,148,0
6244,2022-06-11,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,142,0
6245,2022-05-02,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,182,0
6246,2022-05-03,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,181,0
6247,2022-05-09,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,175,0
6248,2022-06-06,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,147,0
6249,2022-06-07,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,146,0
6250,2022-05-03,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,181,0
6251,2022-05-07,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,177,0
6252,2022-06-06,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,147,0
6253,2022-05-06,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,178,0
6254,2022-05-06,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Broker Login,1,Campaign,178,0
6255,2022-05-25,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,159,0
6256,2022-05-26,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,158,0
6257,2022-05-09,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,175,0
6258,2022-05-26,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,158,0
6259,2022-06-14,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,139,0
6260,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),38,General traffic,139,0
6261,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,139,0
6262,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,138,0
6263,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),54,General traffic,138,0
6264,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,138,0
6265,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,137,0
6266,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),37,General traffic,137,0
6267,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,137,0
6268,2022-06-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,136,0
6269,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),23,General traffic,136,0
6270,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,136,0
6271,2022-06-18,(not set),NA,NA,NA,NA,NA,Get Approved,3,General traffic,135,0
6272,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,135,0
6273,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),8,General traffic,135,0
6274,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,135,0
6275,2022-06-18,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,135,0
6276,2022-06-19,(not set),NA,NA,NA,NA,NA,Get Approved,2,General traffic,134,0
6277,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,134,0
6278,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,134,0
6279,2022-06-20,(not set),NA,NA,NA,NA,NA,Get Approved,3,General traffic,133,0
6280,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),16,General traffic,133,0
6281,2022-06-21,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,132,0
6282,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,132,0
6283,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),38,General traffic,132,0
6284,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,132,0
6285,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),33,General traffic,131,0
6286,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6287,2022-06-23,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,130,0
6288,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),25,General traffic,130,0
6289,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,130,0
6290,2022-06-24,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,129,0
6291,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),20,General traffic,129,0
6292,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,128,0
6293,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),5,General traffic,128,0
6294,2022-06-25,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,128,0
6295,2022-06-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,127,0
6296,2022-06-27,(not set),NA,NA,NA,NA,NA,Get Approved,4,General traffic,126,0
6297,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1,General traffic,126,0
6298,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),19,General traffic,126,0
6299,2022-06-27,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,126,0
6300,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,138,0
6301,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,136,0
6302,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,130,0
6303,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,130,0
6304,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,129,0
6305,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,139,0
6306,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,139,0
6307,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),8,General traffic,138,0
6308,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),10,General traffic,137,0
6309,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,136,0
6310,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,135,0
6311,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,133,0
6312,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,132,0
6313,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),2,General traffic,132,0
6314,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,132,0
6315,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,131,0
6316,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6317,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,130,0
6318,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,129,0
6319,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,128,0
6320,2022-06-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,127,0
6321,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,126,0
6322,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,138,0
6323,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,135,0
6324,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,130,0
6325,2022-06-24,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,129,0
6326,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,139,0
6327,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,138,0
6328,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,137,0
6329,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,137,0
6330,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6331,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6332,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,132,0
6333,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,130,0
6334,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,126,0
6335,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,137,0
6336,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,135,0
6337,2022-06-18,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,135,0
6338,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,134,0
6339,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,134,0
6340,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,132,0
6341,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,135,0
6342,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,135,0
6343,2022-06-27,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,126,0
6344,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),31,General traffic,139,0
6345,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,139,0
6346,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),34,General traffic,138,0
6347,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,138,0
6348,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),26,General traffic,137,0
6349,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),25,General traffic,136,0
6350,2022-06-18,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,135,0
6351,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,135,0
6352,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,135,0
6353,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,134,0
6354,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),23,General traffic,133,0
6355,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),35,General traffic,132,0
6356,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6357,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),28,General traffic,131,0
6358,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,131,0
6359,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),20,General traffic,130,0
6360,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,130,0
6361,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),20,General traffic,129,0
6362,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,128,0
6363,2022-06-26,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,127,0
6364,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),24,General traffic,126,0
6365,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,139,0
6366,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,136,0
6367,2022-06-18,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,135,0
6368,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,126,0
6369,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,138,0
6370,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6371,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,135,0
6372,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6373,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,131,0
6374,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,130,0
6375,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,129,0
6376,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6377,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,139,0
6378,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6379,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,137,0
6380,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6381,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,135,0
6382,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,132,0
6383,2022-06-16,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,137,0
6384,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6385,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,128,0
6386,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,139,0
6387,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,139,0
6388,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,138,0
6389,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,137,0
6390,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,136,0
6391,2022-06-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,134,0
6392,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6393,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,132,0
6394,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,131,0
6395,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,130,0
6396,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,129,0
6397,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,126,0
6398,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6399,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6400,2022-06-18,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,135,0
6401,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,132,0
6402,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,139,0
6403,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,138,0
6404,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,137,0
6405,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,137,0
6406,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,136,0
6407,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6408,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,132,0
6409,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,131,0
6410,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,128,0
6411,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,138,0
6412,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,126,0
6413,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),25,General traffic,139,0
6414,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,139,0
6415,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),27,General traffic,138,0
6416,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),27,General traffic,137,0
6417,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,137,0
6418,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),12,General traffic,136,0
6419,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,136,0
6420,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,135,0
6421,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,133,0
6422,2022-06-21,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),24,General traffic,132,0
6423,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),16,General traffic,131,0
6424,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),16,General traffic,130,0
6425,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,130,0
6426,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,130,0
6427,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),15,General traffic,129,0
6428,2022-06-25,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,128,0
6429,2022-06-27,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),6,General traffic,126,0
6430,2022-06-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,139,0
6431,2022-06-14,(not set),NA,NA,NA,NA,NA,Start Closing More,20,General traffic,139,0
6432,2022-06-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),11,General traffic,138,0
6433,2022-06-15,(not set),NA,NA,NA,NA,NA,Start Closing More,8,General traffic,138,0
6434,2022-06-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,137,0
6435,2022-06-16,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,137,0
6436,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,136,0
6437,2022-06-17,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,136,0
6438,2022-06-17,(not set),NA,NA,NA,NA,NA,Start Closing More,5,General traffic,136,0
6439,2022-06-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,135,0
6440,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,133,0
6441,2022-06-20,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,133,0
6442,2022-06-20,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,133,0
6443,2022-06-21,(not set),NA,NA,NA,NA,NA,Start Closing More,9,General traffic,132,0
6444,2022-06-22,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,131,0
6445,2022-06-22,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,131,0
6446,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,130,0
6447,2022-06-23,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,130,0
6448,2022-06-23,(not set),NA,NA,NA,NA,NA,Start Closing More,11,General traffic,130,0
6449,2022-06-24,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,129,0
6450,2022-06-24,(not set),NA,NA,NA,NA,NA,Start Closing More,5,General traffic,129,0
