,city_name,latitude,longitude,city_population,city_state_code,state_name
3158,‘Ewa Gentry,21.33999,-158.03039,22690,HI,Hawaii
508,Aberdeen,39.50956,-76.16412,15580,MD,Maryland
2295,Aberdeen,45.4647,-98.48648,28102,SD,South Dakota
3060,Aberdeen,46.97537,-123.81572,16276,WA,Washington
927,Abilene,32.44874,-99.73314,125182,TX,Texas
1509,Abington,42.10482,-70.94532,15985,MA,Massachusetts
2229,Abington,40.12067,-75.11795,55310,PA,Pennsylvania
1510,Acton,42.48509,-71.43284,20897,MA,Massachusetts
303,Acworth,34.06635,-84.67837,22131,GA,Georgia
805,Ada,34.77453,-96.67834,17303,OK,Oklahoma
65,Adams Morgan,38.9215,-77.0422,15830,DC,District of Columbia
928,Addison,32.96179,-96.82917,15518,TX,Texas
1285,Addison,41.9317,-87.98896,37208,IL,Illinois
2416,Adelanto,34.58277,-117.40922,33166,CA,California
509,Adelphi,39.00317,-76.97192,15086,MD,Maryland
1634,Adrian,41.89755,-84.03717,20691,MI,Michigan
605,Affton,38.55061,-90.33317,20307,MO,Missouri
1511,Agawam,42.06954,-72.61481,28761,MA,Massachusetts
2417,Agoura,34.14306,-118.73787,20537,CA,California
2418,Agoura Hills,34.13639,-118.77453,20915,CA,California
2922,Ahwatukee Foothills,33.34171,-111.98403,83464,AZ,Arizona
849,Aiken,33.56042,-81.71955,30604,SC,South Carolina
2140,Akron,41.08144,-81.51901,197542,OH,Ohio
1191,Alabaster,33.24428,-86.81638,32707,AL,Alabama
3170,Alafaya,28.5641,-81.2114,78113,FL,Florida
2419,Alameda,37.77099,-122.26087,78630,CA,California
929,Alamo,26.18369,-98.12306,19246,TX,Texas
2864,Alamogordo,32.89953,-105.96027,30753,NM,New Mexico
304,Albany,31.57851,-84.15574,74843,GA,Georgia
1910,Albany,42.65258,-73.75623,98469,NY,New York
2420,Albany,37.88687,-122.29775,19735,CA,California
2967,Albany,44.63651,-123.10593,52175,OR,Oregon
1286,Albany Park,41.96836,-87.72339,52079,IL,Illinois
687,Albemarle,35.35014,-80.20006,16003,NC,North Carolina
1709,Albert Lea,43.64801,-93.36827,17674,MN,Minnesota
1192,Albertville,34.26783,-86.20878,21462,AL,Alabama
2865,Albuquerque,35.08449,-106.65114,559121,NM,New Mexico
930,Aldine,29.93245,-95.38021,15869,TX,Texas
477,Alexandria,31.31129,-92.44514,47889,LA,Louisiana
1100,Alexandria,38.80484,-77.04692,159467,VA,Virginia
1287,Algonquin,42.16558,-88.29425,30571,IL,Illinois
2421,Alhambra,34.09529,-118.12701,85551,CA,California
2918,Alhambra,33.49838,-112.13432,127764,AZ,Arizona
931,Alice,27.75225,-98.06972,19408,TX,Texas
932,Alief,29.71106,-95.59633,98725,TX,Texas
2422,Aliso Viejo,33.56504,-117.72712,50195,CA,California
73,Allapattah,25.81454,-80.22394,54289,FL,Florida
933,Allen,33.10317,-96.67055,98143,TX,Texas
1635,Allen Park,42.25754,-83.21104,27425,MI,Michigan
1636,Allendale,42.97225,-85.95365,17579,MI,Michigan
2230,Allentown,40.60843,-75.49018,120207,PA,Pennsylvania
2141,Alliance,40.91534,-81.10593,22055,OH,Ohio
2231,Allison Park,40.55951,-79.95867,21552,PA,Pennsylvania
2968,Aloha,45.49428,-122.86705,49425,OR,Oregon
305,Alpharetta,34.07538,-84.29409,63693,GA,Georgia
1288,Alsip,41.66892,-87.73866,19346,IL,Illinois
2423,Altadena,34.18973,-118.13118,42777,CA,California
2969,Altamont,42.20681,-121.73722,19257,OR,Oregon
74,Altamonte Springs,28.66111,-81.36562,43159,FL,Florida
375,Alton,38.8906,-90.18428,27003,IL,Illinois
934,Alton,26.28729,-98.31335,15760,TX,Texas
1255,Altoona,41.64416,-93.46466,16984,IA,Iowa
2232,Altoona,40.51868,-78.39474,45344,PA,Pennsylvania
806,Altus,34.63813,-99.33398,19214,OK,Oklahoma
2424,Alum Rock,37.36605,-121.82718,15536,CA,California
935,Alvin,29.42385,-95.2441,25791,TX,Texas
2896,Amarillo,35.222,-101.8313,198645,TX,Texas
2425,American Canyon,38.17492,-122.2608,20554,CA,California
3147,American Fork,40.3769,-111.79576,28326,UT,Utah
306,Americus,32.07239,-84.23269,16028,GA,Georgia
1256,Ames,42.03471,-93.61994,65060,IA,Iowa
1512,Amesbury,42.85842,-70.93005,18313,MA,Massachusetts
1513,Amherst,42.36723,-72.51852,39833,MA,Massachusetts
1911,Amherst,42.97839,-78.79976,122366,NY,New York
1514,Amherst Center,42.37537,-72.51925,19065,MA,Massachusetts
1912,Amsterdam,42.93869,-74.18819,18008,NY,New York
3061,Anacortes,48.5126,-122.61267,16403,WA,Washington
2426,Anaheim,33.83529,-117.9145,350742,CA,California
3163,Anchorage,61.21806,-149.90028,291247,AK,Alaska
850,Anderson,34.50344,-82.65013,27335,SC,South Carolina
1474,Anderson,40.10532,-85.68025,55305,IN,Indiana
1710,Andover,45.2333,-93.29134,32213,MN,Minnesota
936,Angleton,29.16941,-95.43188,19429,TX,Texas
1257,Ankeny,41.72971,-93.60577,56764,IA,Iowa
1637,Ann Arbor,42.27756,-83.74088,117070,MI,Michigan
1101,Annandale,38.83039,-77.19637,41008,VA,Virginia
510,Annapolis,38.97859,-76.49184,39474,MD,Maryland
1193,Anniston,33.65983,-85.83163,22347,AL,Alabama
1711,Anoka,45.19774,-93.38718,17350,MN,Minnesota
2361,Ansonia,41.34621,-73.079,18854,CT,Connecticut
2427,Antelope,38.70824,-121.32995,45770,CA,California
2919,Anthem,33.86726,-112.14682,21700,AZ,Arizona
2428,Antioch,38.00492,-121.80579,110542,CA,California
2920,Apache Junction,33.41505,-111.54958,38074,AZ,Arizona
688,Apex,35.73265,-78.85029,45585,NC,North Carolina
75,Apopka,28.67617,-81.51186,48382,FL,Florida
1712,Apple Valley,44.73191,-93.21772,51221,MN,Minnesota
2429,Apple Valley,34.50083,-117.18588,72174,CA,California
2304,Appleton,44.26193,-88.41538,74139,WI,Wisconsin
511,Arbutus,39.25455,-76.69997,20483,MD,Maryland
2430,Arcadia,34.13973,-118.03534,58408,CA,California
2924,Arcata,40.86652,-124.08284,17843,CA,California
3209,Arden-Arcade,38.6025,-121.37854,92186,CA,California
807,Ardmore,34.17426,-97.14363,25176,OK,Oklahoma
937,Arlington,32.73569,-97.10807,388125,TX,Texas
1102,Arlington,38.88101,-77.10428,207627,VA,Virginia
1515,Arlington,42.41537,-71.15644,42844,MA,Massachusetts
3062,Arlington,48.19871,-122.12514,18949,WA,Washington
1289,Arlington Heights,42.08836,-87.98063,75926,IL,Illinois
512,Arnold,39.03206,-76.50274,23106,MD,Maryland
606,Arnold,38.43283,-90.37762,21357,MO,Missouri
2431,Arroyo Grande,35.11859,-120.59073,18108,CA,California
2432,Artesia,33.86585,-118.08312,16961,CA,California
2825,Arvada,39.80276,-105.08748,115368,CO,Colorado
2433,Arvin,35.20913,-118.82843,20876,CA,California
1811,Asbury Park,40.22039,-74.01208,15818,NJ,New Jersey
1103,Ashburn,39.04372,-77.48749,43511,VA,Virginia
1290,Ashburn,41.74753,-87.71116,42752,IL,Illinois
689,Asheboro,35.70791,-79.81364,26103,NC,North Carolina
690,Asheville,35.60095,-82.55402,88512,NC,North Carolina
440,Ashland,38.47841,-82.63794,21108,KY,Kentucky
1516,Ashland,42.26121,-71.4634,15802,MA,Massachusetts
2142,Ashland,40.86867,-82.31822,20317,OH,Ohio
2434,Ashland,37.69465,-122.11385,21925,CA,California
2970,Ashland,42.19458,-122.70948,20861,OR,Oregon
2143,Ashtabula,41.86505,-80.78981,18371,OH,Ohio
2305,Ashwaubenon,44.48221,-88.0701,17176,WI,Wisconsin
513,Aspen Hill,39.07955,-77.07303,48759,MD,Maryland
1913,Astoria,40.77205,-73.93014,150165,NY,New York
2435,Atascadero,35.48942,-120.67073,29819,CA,California
938,Atascocita,29.99883,-95.1766,65844,TX,Texas
307,Athens,33.96095,-83.37794,127315,GA,Georgia
771,Athens,39.32924,-82.10126,25044,OH,Ohio
1194,Athens,34.80243,-86.97219,24966,AL,Alabama
308,Atlanta,33.749,-84.38798,463878,GA,Georgia
750,Atlantic City,39.36415,-74.42306,39260,NJ,New Jersey
1517,Attleboro,41.94454,-71.28561,44284,MA,Massachusetts
2436,Atwater,37.34772,-120.60908,29237,CA,California
1195,Auburn,32.60986,-85.48078,62059,AL,Alabama
1518,Auburn,42.19454,-71.83563,16724,MA,Massachusetts
1620,Auburn,44.09785,-70.23117,22871,ME,Maine
1914,Auburn,42.93173,-76.56605,26985,NY,New York
3063,Auburn,47.30732,-122.22845,77006,WA,Washington
3246,Auburn Gresham,41.74179,-87.65322,45842,IL,Illinois
1638,Auburn Hills,42.68753,-83.2341,22672,MI,Michigan
76,Auburndale,28.0653,-81.78869,15035,FL,Florida
309,Augusta,33.47097,-81.97484,43459,GA,Georgia
1621,Augusta,44.31062,-69.77949,18471,ME,Maine
1291,Aurora,41.76058,-88.32007,200661,IL,Illinois
2144,Aurora,41.31755,-81.34539,15838,OH,Ohio
2826,Aurora,39.72943,-104.83192,359407,CO,Colorado
939,Austin,30.26715,-97.74306,931830,TX,Texas
1713,Austin,43.66663,-92.97464,24563,MN,Minnesota
2145,Austintown,41.10172,-80.76452,29677,OH,Ohio
1812,Avenel,40.58038,-74.28515,17011,NJ,New Jersey
77,Aventura,25.95648,-80.13921,37649,FL,Florida
2437,Avocado Heights,34.03612,-117.99118,15411,CA,California
394,Avon,39.76282,-86.39972,16451,IN,Indiana
2146,Avon,41.45171,-82.03542,22544,OH,Ohio
2147,Avon Center,41.45976,-82.01959,15724,OH,Ohio
2148,Avon Lake,41.50532,-82.0282,23453,OH,Ohio
1292,Avondale,41.93892,-87.71117,39721,IL,Illinois
2921,Avondale,33.4356,-112.3496,80684,AZ,Arizona
2438,Azusa,34.13362,-117.90756,49690,CA,California
2233,Back Mountain,41.33591,-75.99631,26973,PA,Pennsylvania
3164,Badger,64.8,-147.53333,19482,AK,Alaska
1104,Baileys Crossroads,38.85039,-77.1297,23643,VA,Virginia
3139,Bainbridge Island,47.62621,-122.52124,23840,WA,Washington
2439,Bakersfield,35.37329,-119.01871,373640,CA,California
940,Balch Springs,32.72874,-96.62277,25210,TX,Texas
1915,Baldwin,40.65649,-73.6093,24033,NY,New York
2234,Baldwin,40.33813,-79.97894,19819,PA,Pennsylvania
2440,Baldwin Park,34.08529,-117.9609,77071,CA,California
515,Ballenger Creek,39.3726,-77.43526,18274,MD,Maryland
607,Ballwin,38.59505,-90.54623,30577,MO,Missouri
514,Baltimore,39.29038,-76.61219,576498,MD,Maryland
1622,Bangor,44.79884,-68.77265,32391,ME,Maine
2441,Banning,33.92557,-116.87641,30945,CA,California
2149,Barberton,41.01283,-81.60512,26234,OH,Ohio
1519,Barnstable,41.70011,-70.29947,47821,MA,Massachusetts
2275,Barrington,41.74066,-71.30866,16669,RI,Rhode Island
2442,Barstow,34.89859,-117.02282,23692,CA,California
2443,Barstow Heights,34.86971,-117.05615,24202,CA,California
808,Bartlesville,36.74731,-95.98082,36595,OK,Oklahoma
883,Bartlett,35.20453,-89.87398,58579,TN,Tennessee
1293,Bartlett,41.99503,-88.18563,41545,IL,Illinois
78,Bartow,27.89641,-81.84314,18972,FL,Florida
1813,Basking Ridge,40.70621,-74.54932,21424,NJ,New Jersey
1294,Batavia,41.85003,-88.31257,26495,IL,Illinois
1916,Batavia,42.99812,-78.18752,15010,NY,New York
1917,Bath Beach,40.60455,-74.00431,33080,NY,New York
478,Baton Rouge,30.44332,-91.18747,228590,LA,Louisiana
1639,Battle Creek,42.3173,-85.17816,51589,MI,Michigan
3064,Battle Ground,45.78095,-122.53343,19407,WA,Washington
1190,Bay City,28.98276,-95.9694,17598,TX,Texas
1640,Bay City,43.59447,-83.88886,33917,MI,Michigan
2444,Bay Point,38.02909,-121.96163,21534,CA,California
1918,Bay Shore,40.7251,-73.24539,26337,NY,New York
2150,Bay Village,41.48477,-81.92208,15402,OH,Ohio
1919,Baychester,40.86928,-73.83645,16274,NY,New York
79,Bayonet Point,28.32667,-82.68343,23467,FL,Florida
1814,Bayonne,40.66871,-74.11431,66311,NJ,New Jersey
479,Bayou Cane,29.6241,-90.7512,19355,LA,Louisiana
80,Bayshore Gardens,27.42532,-82.59038,16323,FL,Florida
1920,Bayside,40.76844,-73.77708,66455,NY,New York
2925,Bayside,40.84235,-124.06367,17132,CA,California
941,Baytown,29.7355,-94.97743,76335,TX,Texas
751,Bayville,39.90929,-74.15486,20512,NJ,New Jersey
68,Bear,39.62928,-75.65826,19371,DE,Delaware
942,Beaumont,30.08605,-94.10185,115282,TX,Texas
2445,Beaumont,33.92946,-116.97725,43811,CA,California
2306,Beaver Dam,43.45777,-88.83733,16564,WI,Wisconsin
772,Beavercreek,39.70923,-84.06327,46277,OH,Ohio
2971,Beaverton,45.48706,-122.80371,96577,OR,Oregon
1179,Beckley,37.77817,-81.18816,17056,WV,West Virginia
943,Bedford,32.84402,-97.14307,49337,TX,Texas
1797,Bedford,42.94647,-71.5159,21188,NH,New Hampshire
3185,Bel Air North,39.55429,-76.37309,30568,MD,Maryland
3186,Bel Air South,39.50506,-76.31977,47709,MD,Maryland
2446,Bell,33.97751,-118.18702,36205,CA,California
2447,Bell Gardens,33.96529,-118.15146,43106,CA,California
40,Bella Vista,36.4807,-94.27134,27999,AR,Arkansas
944,Bellaire,29.70579,-95.45883,18518,TX,Texas
81,Belle Glade,26.68451,-80.66756,18251,FL,Florida
376,Belleville,38.52005,-89.98399,42034,IL,Illinois
1815,Belleville,40.79371,-74.15014,36878,NJ,New Jersey
1786,Bellevue,41.13667,-95.89084,55510,NE,Nebraska
2307,Bellevue,44.44416,-87.9201,15317,WI,Wisconsin
3065,Bellevue,47.61038,-122.20068,139820,WA,Washington
2448,Bellflower,33.88168,-118.11701,78441,CA,California
3066,Bellingham,48.75955,-122.48822,85146,WA,Washington
1921,Bellmore,40.66871,-73.52707,16218,NY,New York
82,Bellview,30.46159,-87.31497,23355,FL,Florida
1295,Bellwood,41.88142,-87.88312,19308,IL,Illinois
1520,Belmont,42.39593,-71.17867,24729,MA,Massachusetts
2449,Belmont,37.52021,-122.2758,27218,CA,California
1296,Belmont Cragin,41.9317,-87.76867,79159,IL,Illinois
2308,Beloit,42.50835,-89.03178,36891,WI,Wisconsin
608,Belton,38.81195,-94.5319,23168,MO,Missouri
945,Belton,31.05601,-97.46445,20547,TX,Texas
516,Beltsville,39.03483,-76.90747,16772,MD,Maryland
310,Belvedere Park,33.75483,-84.26742,15152,GA,Georgia
1297,Belvidere,42.26391,-88.84427,25132,IL,Illinois
946,Benbrook,32.67319,-97.46058,22629,TX,Texas
2972,Bend,44.05817,-121.31531,87014,OR,Oregon
2450,Benicia,38.04937,-122.15858,28167,CA,California
2235,Bensalem,40.10455,-74.95128,60427,PA,Pennsylvania
1298,Bensenville,41.95503,-87.94007,18440,IL,Illinois
1922,Bensonhurst,40.60177,-73.99403,60000,NY,New York
41,Benton,34.56454,-92.58683,34177,AR,Arkansas
42,Bentonville,36.37285,-94.20882,44499,AR,Arkansas
2151,Berea,41.36616,-81.8543,18874,OH,Ohio
1816,Bergenfield,40.9276,-73.99736,27621,NJ,New Jersey
2451,Berkeley,37.87159,-122.27275,120972,CA,California
1641,Berkley,42.50309,-83.18354,15268,MI,Michigan
1299,Berwyn,41.85059,-87.79367,56368,IL,Illinois
1,Bessemer,33.40178,-86.95444,26730,AL,Alabama
809,Bethany,35.51867,-97.63226,19589,OK,Oklahoma
2973,Bethany,45.55789,-122.8676,20646,OR,Oregon
2236,Bethel Park,40.32757,-80.0395,32118,PA,Pennsylvania
517,Bethesda,38.98067,-77.10026,60858,MD,Maryland
2237,Bethlehem,40.62593,-75.37046,74892,PA,Pennsylvania
1923,Bethpage,40.74427,-73.48207,16429,NY,New York
1258,Bettendorf,41.52448,-90.51569,35505,IA,Iowa
1521,Beverly,42.55843,-70.88005,41186,MA,Massachusetts
1522,Beverly Cove,42.55343,-70.85366,40365,MA,Massachusetts
2452,Beverly Hills,34.07362,-118.40036,34869,CA,California
1623,Biddeford,43.49258,-70.45338,21282,ME,Maine
2897,Big Spring,32.2504,-101.47874,28862,TX,Texas
1523,Billerica,42.55843,-71.26895,39904,MA,Massachusetts
2953,Billings,45.78329,-108.50069,110263,MT,Montana
658,Biloxi,30.39603,-88.88531,45637,MS,Mississippi
1924,Binghamton,42.09869,-75.91797,46032,NY,New York
3,Birmingham,33.52066,-86.80249,212461,AL,Alabama
1642,Birmingham,42.5467,-83.21132,20857,MI,Michigan
2960,Bismarck,46.80833,-100.78374,71167,ND,North Dakota
810,Bixby,35.94204,-95.88332,24657,OK,Oklahoma
1105,Blacksburg,37.22957,-80.41394,44215,VA,Virginia
1714,Blaine,45.1608,-93.23495,62124,MN,Minnesota
1817,Bloomfield,40.80677,-74.18542,49120,NJ,New Jersey
2362,Bloomfield,41.82649,-72.73009,21535,CT,Connecticut
83,Bloomingdale,27.89364,-82.24037,22711,FL,Florida
1300,Bloomingdale,41.95753,-88.0809,22254,IL,Illinois
395,Bloomington,39.16533,-86.52639,84067,IN,Indiana
1301,Bloomington,40.4842,-88.99369,78292,IL,Illinois
1715,Bloomington,44.8408,-93.29828,86435,MN,Minnesota
2453,Bloomington,34.07029,-117.39588,23851,CA,California
1302,Blue Island,41.65726,-87.68005,23652,IL,Illinois
609,Blue Springs,39.01695,-94.28161,54148,MO,Missouri
851,Bluffton,32.23715,-80.86039,16728,SC,South Carolina
2454,Blythe,33.6103,-114.59635,19208,CA,California
2152,Boardman,41.02423,-80.66285,35376,OH,Ohio
84,Boca Del Mar,26.34508,-80.14671,24244,FL,Florida
85,Boca Raton,26.35869,-80.0831,93235,FL,Florida
2938,Boise,43.6135,-116.20345,145987,ID,Idaho
1303,Bolingbrook,41.69864,-88.0684,74306,IL,Illinois
1106,Bon Air,37.52487,-77.55777,16366,VA,Virginia
86,Bonita Springs,26.33981,-81.7787,51704,FL,Florida
3067,Bonney Lake,47.17705,-122.18651,19903,WA,Washington
691,Boone,36.21679,-81.67455,18156,NC,North Carolina
1925,Borough Park,40.63399,-73.99681,149248,NY,New York
480,Bossier City,32.51599,-93.73212,68094,LA,Louisiana
1524,Boston,42.35843,-71.05977,675647,MA,Massachusetts
2455,Bostonia,32.80755,-116.93642,15379,CA,California
3068,Bothell,47.76232,-122.2054,42939,WA,Washington
3231,Bothell West,47.80527,-122.24064,16607,WA,Washington
2930,Boulder,40.01499,-105.27055,107349,CO,Colorado
2878,Boulder City,35.97859,-114.83249,15551,NV,Nevada
3014,Bountiful,40.88939,-111.88077,43784,UT,Utah
1304,Bourbonnais,41.15376,-87.88754,18569,IL,Illinois
518,Bowie,38.94278,-76.73028,58025,MD,Maryland
441,Bowling Green,36.99032,-86.4436,63616,KY,Kentucky
2153,Bowling Green,41.37477,-83.65132,31246,OH,Ohio
2456,Boyle Heights,34.0339,-118.20535,92785,CA,California
87,Boynton Beach,26.52535,-80.06643,73966,FL,Florida
2954,Bozeman,45.67965,-111.03856,43405,MT,Montana
88,Bradenton,27.49893,-82.57482,54437,FL,Florida
1305,Bradley,41.14198,-87.86115,15617,IL,Illinois
3183,Braintree,42.20384,-71.00215,37297,MA,Massachusetts
89,Brandon,27.9378,-82.28592,103483,FL,Florida
659,Brandon,32.2732,-89.98592,23529,MS,Mississippi
2365,Branford,41.27954,-72.8151,29438,CT,Connecticut
2457,Brawley,32.97866,-115.53027,25897,CA,California
2458,Brea,33.91668,-117.90006,41944,CA,California
3069,Bremerton,47.56732,-122.63264,39520,WA,Washington
947,Brenham,30.16688,-96.39774,16579,TX,Texas
90,Brent,30.46881,-87.23608,21804,FL,Florida
884,Brentwood,36.03312,-86.78278,41763,TN,Tennessee
1926,Brentwood,40.78121,-73.24623,60664,NY,New York
2459,Brentwood,37.93187,-121.69579,58968,CA,California
885,Brentwood Estates,36.02506,-86.77917,31279,TN,Tennessee
3172,Briarwood,40.70935,-73.81529,53877,NY,New York
1306,Bridgeport,41.83809,-87.65116,33878,IL,Illinois
2363,Bridgeport,41.17923,-73.18945,147629,CT,Connecticut
752,Bridgeton,39.42734,-75.23408,25031,NJ,New Jersey
1307,Bridgeview,41.75003,-87.80422,16407,IL,Illinois
3241,Bridgewater,40.60079,-74.64815,44464,NJ,New Jersey
3015,Brigham City,41.51021,-112.0155,18752,UT,Utah
1927,Brighton,43.14756,-77.55055,36609,NY,New York
2827,Brighton,39.98526,-104.82053,37585,CO,Colorado
1928,Brighton Beach,40.57788,-73.95958,31462,NY,New York
1308,Brighton Park,41.81892,-87.69894,44202,IL,Illinois
886,Bristol,36.59511,-82.18874,26666,TN,Tennessee
1107,Bristol,36.59649,-82.18847,17141,VA,Virginia
2276,Bristol,41.67705,-71.26616,22795,RI,Rhode Island
2364,Bristol,41.67176,-72.94927,60452,CT,Connecticut
396,Broad Ripple,39.86671,-86.14165,17041,IN,Indiana
2154,Broadview Heights,41.31394,-81.68513,19229,OH,Ohio
1525,Brockton,42.08343,-71.01838,95314,MA,Massachusetts
811,Broken Arrow,36.0526,-95.79082,106563,OK,Oklahoma
2155,Brook Park,41.39838,-81.80458,18809,OH,Ohio
1309,Brookfield,41.82392,-87.85173,18944,IL,Illinois
2309,Brookfield,43.06057,-88.10648,38025,WI,Wisconsin
311,Brookhaven,33.85844,-84.3402,51910,GA,Georgia
2296,Brookings,44.31136,-96.79839,23657,SD,South Dakota
1526,Brookline,42.33176,-71.12116,58732,MA,Massachusetts
1930,Brooklyn,40.6501,-73.94958,2736074,NY,New York
1716,Brooklyn Center,45.07608,-93.33273,30770,MN,Minnesota
1931,Brooklyn Heights,40.69538,-73.99375,20256,NY,New York
1717,Brooklyn Park,45.09413,-93.35634,79149,MN,Minnesota
2828,Broomfield,39.92054,-105.08665,65065,CO,Colorado
397,Brownsburg,39.84338,-86.39777,24996,IN,Indiana
91,Brownsville,25.82176,-80.24116,15313,FL,Florida
948,Brownsville,25.90175,-97.49748,183887,TX,Texas
1932,Brownsville,40.66094,-73.92014,74497,NY,New York
949,Brownwood,31.70932,-98.99116,19031,TX,Texas
312,Brunswick,31.14995,-81.49149,16157,GA,Georgia
1624,Brunswick,43.91452,-69.96533,15175,ME,Maine
2156,Brunswick,41.23811,-81.8418,34689,OH,Ohio
950,Brushy Creek,30.51353,-97.73973,21764,TX,Texas
951,Bryan,30.67436,-96.36996,82118,TX,Texas
43,Bryant,34.59593,-92.48905,19986,AR,Arkansas
3210,Bryn Mawr-Skyway,47.4943,-122.24092,15645,WA,Washington
2368,Buckeye,33.37032,-112.58378,50876,AZ,Arizona
1108,Buckhall,38.73178,-77.4311,16293,VA,Virginia
2460,Buena Park,33.86751,-117.99812,83270,CA,California
92,Buenaventura Lakes,28.33584,-81.35313,26079,FL,Florida
1718,Buffalo,45.17191,-93.87469,16026,MN,Minnesota
1933,Buffalo,42.88645,-78.87837,258071,NY,New York
1310,Buffalo Grove,42.15141,-87.95979,41496,IL,Illinois
2369,Bullhead City,35.14778,-114.5683,39445,AZ,Arizona
1311,Burbank,41.73392,-87.7795,29128,IL,Illinois
2461,Burbank,34.18084,-118.30897,105319,CA,California
3070,Burien,47.47038,-122.34679,50467,WA,Washington
1109,Burke,38.79345,-77.27165,41055,VA,Virginia
952,Burleson,32.54208,-97.32085,43625,TX,Texas
2462,Burlingame,37.5841,-122.36608,30459,CA,California
442,Burlington,39.02756,-84.72411,15926,KY,Kentucky
692,Burlington,36.09569,-79.4378,52472,NC,North Carolina
1259,Burlington,40.80754,-91.11292,25410,IA,Iowa
1527,Burlington,42.50482,-71.19561,24498,MA,Massachusetts
2300,Burlington,44.47588,-73.21207,42452,VT,Vermont
1719,Burnsville,44.76774,-93.27772,61481,MN,Minnesota
1643,Burton,42.99947,-83.61634,28788,MI,Michigan
1934,Bushwick,40.69427,-73.91875,112620,NY,New York
2955,Butte,46.00382,-112.53474,34190,MT,Montana
2829,Cañon City,38.44098,-105.24245,16400,CO,Colorado
44,Cabot,34.97453,-92.01653,25587,AR,Arkansas
2463,Calabasas,34.15778,-118.63842,23058,CA,California
2939,Caldwell,43.66294,-116.68736,51686,ID,Idaho
2310,Caledonia,42.8078,-87.92425,24684,WI,Wisconsin
2464,Calexico,32.67895,-115.49888,40053,CA,California
313,Calhoun,34.50259,-84.95105,16309,GA,Georgia
1312,Calumet City,41.61559,-87.52949,37031,IL,Illinois
519,Calverton,39.05761,-76.93581,17724,MD,Maryland
2465,Camarillo,34.21639,-119.0376,67608,CA,California
3071,Camas,45.58706,-122.39954,21846,WA,Washington
1935,Cambria Heights,40.69455,-73.73847,20287,NY,New York
1528,Cambridge,42.3751,-71.10561,110402,MA,Massachusetts
753,Camden,39.92595,-75.11962,76119,NJ,New Jersey
2466,Cameron Park,38.66879,-120.98716,18228,CA,California
520,Camp Springs,38.804,-76.90664,19096,MD,Maryland
2467,Campbell,37.28717,-121.94996,41117,CA,California
1936,Canarsie,40.64372,-73.90069,87366,NY,New York
2974,Canby,45.2629,-122.69259,17271,OR,Oregon
3203,Candler-McAfee,33.72672,-84.27246,23025,GA,Georgia
2468,Canoga Park,34.20112,-118.59814,60578,CA,California
314,Canton,34.23676,-84.49076,25469,GA,Georgia
1529,Canton,42.15843,-71.14477,21679,MA,Massachusetts
1644,Canton,42.30865,-83.48216,86825,MI,Michigan
2157,Canton,40.79895,-81.37845,71885,OH,Ohio
93,Cantonment,30.60853,-87.33998,26493,FL,Florida
2469,Canyon Country,34.42333,-118.47203,59530,CA,California
953,Canyon Lake,29.87522,-98.26251,21262,TX,Texas
94,Cape Coral,26.56285,-81.94953,175229,FL,Florida
610,Cape Girardeau,37.30588,-89.51815,39462,MO,Missouri
377,Carbondale,37.72727,-89.21675,26399,IL,Illinois
2238,Carlisle,40.20148,-77.18887,19143,PA,Pennsylvania
2470,Carlsbad,33.15809,-117.35059,114746,CA,California
2866,Carlsbad,32.42067,-104.22884,28957,NM,New Mexico
398,Carmel,39.97837,-86.11804,88713,IN,Indiana
2471,Carmichael,38.61713,-121.32828,61762,CA,California
521,Carney,39.39427,-76.52358,29941,MD,Maryland
95,Carol City,25.94065,-80.2456,63031,FL,Florida
1313,Carol Stream,41.91253,-88.13479,40356,IL,Illinois
1314,Carpentersville,42.12114,-88.25786,38512,IL,Illinois
693,Carrboro,35.91014,-79.07529,21156,NC,North Carolina
315,Carrollton,33.58011,-85.07661,26203,GA,Georgia
954,Carrollton,32.95373,-96.89028,133168,TX,Texas
96,Carrollwood,28.05002,-82.49287,33365,FL,Florida
97,Carrollwood Village,28.06752,-82.52093,40949,FL,Florida
2472,Carson,33.83141,-118.28202,93281,CA,California
2879,Carson City,39.1638,-119.7674,54521,NV,Nevada
1818,Carteret,40.57733,-74.2282,24170,NJ,New Jersey
316,Cartersville,34.16533,-84.80231,20319,GA,Georgia
694,Cary,35.79154,-78.78112,159769,NC,North Carolina
1315,Cary,42.21197,-88.23814,17965,IL,Illinois
3211,Casa de Oro-Mount Helix,32.76397,-116.96877,18762,CA,California
2370,Casa Grande,32.8795,-111.75735,51460,AZ,Arizona
2371,Casas Adobes,32.32341,-110.9951,66795,AZ,Arizona
3141,Casper,42.86663,-106.31308,60285,WY,Wyoming
98,Casselberry,28.67778,-81.32785,27056,FL,Florida
2473,Castaic,34.48888,-118.62287,19015,CA,California
2830,Castle Rock,39.37221,-104.85609,55591,CO,Colorado
2831,Castlewood,39.58471,-104.90109,25271,CO,Colorado
2474,Castro Valley,37.6941,-122.08635,61388,CA,California
2372,Catalina Foothills,32.29785,-110.9187,50796,AZ,Arizona
2475,Cathedral City,33.77974,-116.46529,53826,CA,California
522,Catonsville,39.27205,-76.73192,41567,MD,Maryland
1110,Cave Spring,37.22764,-80.01282,24922,VA,Virginia
